item,url,artist,discount_price,price,is_sold_out,ds,vendor,is_autograph,avg_review_value,number_of_questions,number_of_reviews,presale
에이티즈 | ATEEZ | 7TH MINI ALBUM [ ZERO: FEVER PART. 3 ] | (DIARY VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EC%97%90%EC%9D%B4%ED%8B%B0%EC%A6%88-ateez-7th-mini-album-zero-fever-part-3-diary-ver-poster-only,,,3.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
에이티즈 | ATEEZ | 7TH MINI ALBUM [ ZERO: FEVER PART. 3 ] | (A VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EC%97%90%EC%9D%B4%ED%8B%B0%EC%A6%88-ateez-zero-fever-part-3-ver-a-poster-only,,,3.99,False,2022-11-14,musicplaza,False,5.0,0.0,1.0,
허영생 | HEO YOUNGSAENG | SINGLE ALBUM [ MI CASA SU CASA ] | (B VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%ED%97%88%EC%98%81%EC%83%9D-heo-young-saeng-single-album-mi-casa-su-casa-version-b-poster-only,,,5.99,True,2022-11-14,musicplaza,False,0.0,0.0,0.0,
허영생 | HEO YOUNGSAENG | SINGLE ALBUM [ MI CASA SU CASA ] | (A VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%ED%97%88%EC%98%81%EC%83%9D-heo-young-saeng-single-album-mi-casa-su-casa-version-a-poster-only,,,5.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
이은상 | LEE EUN SANG | 2ND SINGLE ALBUM [ BEAUTIFUL SUNSHINE ] | (SUNSHINE VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EC%9D%B4%EC%9D%80%EC%83%81-lee-eun-sang-2nd-single-album-beautiful-sunshine-sunshine-ver-poster-only,,,5.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
이은상 | LEE EUN SANG | 2ND SINGLE ALBUM [ BEAUTIFUL SUNSHINE ] | (BEAUTIFUL VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EC%9D%B4%EC%9D%80%EC%83%81-lee-eun-sang-2nd-single-album-beautiful-sunshine-beautiful-ver-poster-only,,,5.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
티일사일구 | T1419 | 3RD SINGLE ALBUM [ BEFORE SUNRISE PART. 3 ] | (B VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/t1419-3rd-single-album-before-sunrise-part-3-version-b-poster-only,,,5.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
티일사일구 | T1419 | 3RD SINGLE ALBUM [ BEFORE SUNRISE PART. 3 ] | (A VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/t1419-3rd-single-album-before-sunrise-part-3-version-a-poster-only,,,5.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
브레이브 걸스 | BRAVE GIRLS | 5TH MINI ALBUM REPACKAGE [ AFTER 'WE RIDE' ] | (B VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EB%B8%8C%EB%A0%88%EC%9D%B4%EB%B8%8C-%EA%B1%B8%EC%8A%A4-brave-girls-5th-mini-album-repackage-after-we-ride-version-b-poster-only,,,5.99,True,2022-11-14,musicplaza,False,0.0,0.0,0.0,
브레이브 걸스 | BRAVE GIRLS | 5TH MINI ALBUM REPACKAGE [ AFTER 'WE RIDE' ] | (A VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EB%B8%8C%EB%A0%88%EC%9D%B4%EB%B8%8C-%EA%B1%B8%EC%8A%A4-brave-girls-5th-mini-album-repackage-after-we-ride-version-a-poster-only,,,5.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
코스모폴리탄 | COSMOPOLITAN | [ ROWOON ] COVER | 2021-8 | (B VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EC%BD%94%EC%8A%A4%EB%AA%A8%ED%8F%B4%EB%A6%AC%ED%83%84-cosmopolitan-2021-8-rowoon-version-b-poster-only,,,5.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
코스모폴리탄 | COSMOPOLITAN | [ ROWOON ] COVER | 2021-8 | (A VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EC%BD%94%EC%8A%A4%EB%AA%A8%ED%8F%B4%EB%A6%AC%ED%83%84-cosmopolitan-2021-8-rowoon-version-a-poster-only,,,5.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
엠씨엔디 | MCND | 3RD MINI ALBUM [ THE EARTH: SECRET MISSION CHAPTER. 1 ] | (REASON VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/mcnd-3rd-mini-album-the-earth-secret-mission-chapter-1-reason-ver-poster-only,,,2.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
엠씨엔디 | MCND | 3RD MINI ALBUM [ THE EARTH: SECRET MISSION CHAPTER. 1 ] | (UR VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/mcnd-3rd-mini-album-the-earth-secret-mission-chapter-1-ur-ver-poster-only,,,2.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
스테이씨 | STAYC | 1ST MINI ALBUM [ STEREOTYPE ] | (B-2 VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EC%8A%A4%ED%85%8C%EC%9D%B4%EC%94%A8-stayc-1st-mini-album-stereotype-version-b-2-poster-only,,,5.99,True,2022-11-14,musicplaza,False,0.0,0.0,0.0,
스테이씨 | STAYC | 1ST MINI ALBUM [ STEREOTYPE ] | (B-1 VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EC%8A%A4%ED%85%8C%EC%9D%B4%EC%94%A8-stayc-1st-mini-album-stereotype-version-b-1-poster-only,,,5.99,True,2022-11-14,musicplaza,False,0.0,0.0,0.0,
스테이씨 | STAYC | 1ST MINI ALBUM [ STEREOTYPE ] | (A-2 VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EC%8A%A4%ED%85%8C%EC%9D%B4%EC%94%A8-stayc-1st-mini-album-stereotype-version-a-2-poster-only,,,5.99,True,2022-11-14,musicplaza,False,0.0,0.0,0.0,
스테이씨 | STAYC | 1ST MINI ALBUM [ STEREOTYPE ] | (A-1 VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EC%8A%A4%ED%85%8C%EC%9D%B4%EC%94%A8-stayc-1st-mini-album-stereotype-version-a-1-poster-only,,,5.99,True,2022-11-14,musicplaza,False,0.0,0.0,0.0,
비투비 | BTOB | SPECIAL ALBUM [ 4U: OUTSIDE ] | (AWAKE VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EB%B9%84%ED%88%AC%EB%B9%84-btob-special-album-4u-outside-awake-ver-poster-only,,,2.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
비투비 | BTOB | SPECIAL ALBUM [ 4U: OUTSIDE ] | (SILENT VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EB%B9%84%ED%88%AC%EB%B9%84-btob-special-album-4u-outside-silent-ver-poster-only,,,2.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
베리베리 | VERIVERY | 6TH MINI ALBUM [ SERIES 'O' ROUND 2: HOLE ] | (REALITY VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EB%B2%A0%EB%A6%AC%EB%B2%A0%EB%A6%AC-verivery-6th-mini-album-series-o-round-2-hole-reality-ver-poster-only,,,5.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
베리베리 | VERIVERY | 6TH MINI ALBUM [ SERIES 'O' ROUND 2: HOLE ] | (SINK VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EB%B2%A0%EB%A6%AC%EB%B2%A0%EB%A6%AC-verivery-6th-mini-album-series-o-round-2-hole-sink-ver-poster-only,,,5.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
베리베리 | VERIVERY | 6TH MINI ALBUM [ SERIES 'O' ROUND 2: HOLE ] | (LOCK VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EB%B2%A0%EB%A6%AC%EB%B2%A0%EB%A6%AC-verivery-6th-mini-album-series-o-round-2-hole-lock-ver-poster-only,,,5.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
영케이 | YOUNG K | 1ST MINI ALBUM [ ETERNAL ] | (B VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EC%98%81%EC%BC%80%EC%9D%B4-young-k-day6-1st-mini-album-eternal-version-b-poster-only,,,2.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
영케이 | YOUNG K | 1ST MINI ALBUM [ ETERNAL ] | (A VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EC%98%81%EC%BC%80%EC%9D%B4-young-k-day6-1st-mini-album-eternal-version-a-poster-only,,,2.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
권은비 | KWON EUNBI | 1ST MINI ALBUM [ OPEN ] | (B VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EA%B6%8C%EC%9D%80%EB%B9%84-kwon-eunbi-1st-mini-album-open-version-b-poster-only,,,2.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
권은비 | KWON EUNBI | 1ST MINI ALBUM [ OPEN ] | (A VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EA%B6%8C%EC%9D%80%EB%B9%84-kwon-eunbi-1st-mini-album-open-version-a-poster-only,,,2.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
스트레이 키즈 | STRAY KIDS | 2ND ALBUM [ NOEASY ] | (D VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EC%8A%A4%ED%8A%B8%EB%A0%88%EC%9D%B4-%ED%82%A4%EC%A6%88-stray-kids-2nd-album-noeasy-version-d-poster-only,,,5.99,True,2022-11-14,musicplaza,False,5.0,0.0,11.0,
스트레이 키즈 | STRAY KIDS | 2ND ALBUM [ NOEASY ] | (C VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EC%8A%A4%ED%8A%B8%EB%A0%88%EC%9D%B4-%ED%82%A4%EC%A6%88-stray-kids-2nd-album-noeasy-version-c-poster-only,,,5.99,True,2022-11-14,musicplaza,False,5.0,0.0,2.0,
스트레이 키즈 | STRAY KIDS | 2ND ALBUM [ NOEASY ] | (B VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EC%8A%A4%ED%8A%B8%EB%A0%88%EC%9D%B4-%ED%82%A4%EC%A6%88-stray-kids-2nd-album-noeasy-version-b-poster-only,,,5.99,True,2022-11-14,musicplaza,False,5.0,0.0,10.0,
스트레이 키즈 | STRAY KIDS | 2ND ALBUM [ NOEASY ] | (A VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EC%8A%A4%ED%8A%B8%EB%A0%88%EC%9D%B4-%ED%82%A4%EC%A6%88-stray-kids-2nd-album-noeasy-version-a-poster-only,,,5.99,True,2022-11-14,musicplaza,False,5.0,0.0,8.0,
"김우진 | KIM WOOJIN | 1ST MINI ALBUM [ THE MOMENT : 未成年, A MINOR ] | (C VER.) POSTER ONLY",https://www.musicplaza.com/collections/cd/products/%EA%B9%80%EC%9A%B0%EC%A7%84-kim-woojin-1st-mini-album-the-moment-%E6%9C%AA%E6%88%90%E5%B9%B4-a-minor-version-c-poster-only,,,5.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
"김우진 | KIM WOOJIN | 1ST MINI ALBUM [ THE MOMENT : 未成年, A MINOR ] | (B VER.) POSTER ONLY",https://www.musicplaza.com/collections/cd/products/%EA%B9%80%EC%9A%B0%EC%A7%84-kim-woojin-1st-mini-album-the-moment-%E6%9C%AA%E6%88%90%E5%B9%B4-a-minor-version-b-poster-only,,,5.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
"김우진 | KIM WOOJIN | 1ST MINI ALBUM [ THE MOMENT : 未成年, A MINOR ] | (A VER.) POSTER ONLY",https://www.musicplaza.com/collections/cd/products/%EA%B9%80%EC%9A%B0%EC%A7%84-kim-woojin-1st-mini-album-the-moment-%E6%9C%AA%E6%88%90%E5%B9%B4-a-minor-version-a-poster-only,,,5.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
온앤오프 | ONF | SUMMER POPUP ALBUM [ POPPING ] | (-10C VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EC%98%A8%EC%95%A4%EC%98%A4%ED%94%84-onf-summer-popup-album-popping-10c-ver-poster-only,,,2.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
온앤오프 | ONF | SUMMER POPUP ALBUM [ POPPING ] | (12C VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EC%98%A8%EC%95%A4%EC%98%A4%ED%94%84-onf-summer-popup-album-popping-12c-ver-poster-only,,,2.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
온앤오프 | ONF | SUMMER POPUP ALBUM [ POPPING ] | (38C VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EC%98%A8%EC%95%A4%EC%98%A4%ED%94%84-onf-summer-popup-album-popping-38c-ver-poster-only,,,2.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
하성운 | HA SUNGWOON | 5TH MINI ALBUM REPACKAGE [ SELECT SHOP ] | (SWEET VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%ED%95%98%EC%84%B1%EC%9A%B4-ha-sung-woon-5th-mini-repackage-select-shop-sweet-ver-poster-only,,,2.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
하성운 | HA SUNGWOON | 5TH MINI ALBUM REPACKAGE [ SELECT SHOP ] | (BITTER VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%ED%95%98%EC%84%B1%EC%9A%B4-ha-sung-woon-5th-mini-repackage-select-shop-bitter-ver-poster-only,,,2.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
씨아이엑스 | CIX | 1ST ALBUM [ 'OK' PROLOGUE : BE OK ] | (STORM VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EC%94%A8%EC%95%84%EC%9D%B4%EC%97%91%EC%8A%A4-cix-1st-album-ok-prologue-be-ok-storm-ver-poster-only,,,2.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
씨아이엑스 | CIX | 1ST ALBUM [ 'OK' PROLOGUE : BE OK ] | (WAVE VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EC%94%A8%EC%95%84%EC%9D%B4%EC%97%91%EC%8A%A4-cix-1st-album-ok-prologue-be-ok-wave-ver-poster-only,,,2.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
씨아이엑스 | CIX | 1ST ALBUM [ 'OK' PROLOGUE : BE OK ] | (RIPPLE VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EC%94%A8%EC%95%84%EC%9D%B4%EC%97%91%EC%8A%A4-cix-1st-album-ok-prologue-be-ok-ripple-ver-poster-only,,,2.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
박지훈 | PARK JIHOON | 4TH MINI ALBUM [ MY COLLECTION ] | (CUBISM - B VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EB%B0%95%EC%A7%80%ED%9B%88-park-jihoon-4th-mini-album-my-collection-cubism-ver-b-poster-only,,,5.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
박지훈 | PARK JIHOON | 4TH MINI ALBUM [ MY COLLECTION ] | (CUBISM - A VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EB%B0%95%EC%A7%80%ED%9B%88-park-jihoon-4th-mini-album-my-collection-cubism-ver-a-poster-only,,,5.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
박지훈 | PARK JIHOON | 4TH MINI ALBUM [ MY COLLECTION ] | (REALISM - B VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EB%B0%95%EC%A7%80%ED%9B%88-park-jihoon-4th-mini-album-my-collection-realism-ver-b-poster-only,,,5.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
박지훈 | PARK JIHOON | 4TH MINI ALBUM [ MY COLLECTION ] | (REALISM - A VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EB%B0%95%EC%A7%80%ED%9B%88-park-jihoon-4th-mini-album-my-collection-realism-ver-a-poster-only,,,5.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
레드벨벳 | RED VELVET | 6TH MINI ALBUM [ QUEENDOM ] | (GIRLS - B VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EB%A0%88%EB%93%9C%EB%B2%A8%EB%B2%B3-red-velvet-6th-mini-queendom-girls-ver-b-poster-only,,,3.99,False,2022-11-14,musicplaza,False,5.0,0.0,1.0,
레드벨벳 | RED VELVET | 6TH MINI ALBUM [ QUEENDOM ] | (GIRLS - A VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EB%A0%88%EB%93%9C%EB%B2%A8%EB%B2%B3-red-velvet-6th-mini-queendom-girls-ver-a-poster-only,,,3.99,False,2022-11-14,musicplaza,False,5.0,0.0,2.0,
레드벨벳 | RED VELVET | 6TH MINI ALBUM [ QUEENDOM ] | (QUEENS - B VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EB%A0%88%EB%93%9C%EB%B2%A8%EB%B2%B3-red-velvet-6th-mini-queendom-queens-ver-b-poster-only,,,3.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
레드벨벳 | RED VELVET | 6TH MINI ALBUM [ QUEENDOM ] | (QUEENS - A VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EB%A0%88%EB%93%9C%EB%B2%A8%EB%B2%B3-red-velvet-6th-mini-queendom-queens-ver-a-poster-only,,,3.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
비디씨 | BDC | 3RD MINI ALBUM [ THE INTERSECTION: CONTACT ] | (ELEMENT VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/bdc-boys-da-capo-3rd-ep-the-intersection-contact-element-ver-poster-only,,,5.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
비디씨 | BDC | 3RD MINI ALBUM [ THE INTERSECTION: CONTACT ] | (CONTACT VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/bdc-boys-da-capo-3rd-ep-the-intersection-contact-contact-ver-poster-only,,,5.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
저스트비 | JUST B | 1ST MINI ALBUM [ JUST BURN ] | (B VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EC%A0%80%EC%8A%A4%ED%8A%B8%EB%B9%84-just-b-1st-mini-album-just-burn-b-version-poster-only,,,5.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
저스트비 | JUST B | 1ST MINI ALBUM [ JUST BURN ] | (A VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EC%A0%80%EC%8A%A4%ED%8A%B8%EB%B9%84-just-b-1st-mini-album-just-burn-a-version-poster-only,,,5.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
동키즈 | DONGKIZ | 5TH SINGLE ALBUM [ CHASE EPISODE 1. GGUM ] | (I'M MATURE VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/dongkiz-%EB%8F%99%ED%82%A4%EC%A6%88-5th-single-album-chase-episode-1-ggum-im-mature-ver-poster-only,,,5.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
동키즈 | DONGKIZ | 5TH SINGLE ALBUM [ CHASE EPISODE 1. GGUM ] | (IMMATURE VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/dongkiz-%EB%8F%99%ED%82%A4%EC%A6%88-5th-single-album-chase-episode-1-ggum-immature-ver-poster-only,,,5.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
위클리 | WEEEKLY | 4TH MINI ALBUM [ PLAY GAME: HOLIDAY ] | (M WORLD VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EC%9C%84%ED%81%B4%EB%A6%AC-weeekly-4th-mini-album-play-game-holiday-m-world-ver-poster-only,,,5.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
위클리 | WEEEKLY | 4TH MINI ALBUM [ PLAY GAME: HOLIDAY ] | (E WORLD VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EC%9C%84%ED%81%B4%EB%A6%AC-weeekly-4th-mini-album-play-game-holiday-e-world-ver-poster-only,,,5.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
골든차일드 | GOLDEN CHILD | 2ND ALBUM [ GAME CHANGER ] | (VER. C) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EA%B3%A8%EB%93%A0%EC%B0%A8%EC%9D%BC%EB%93%9C-golden-child-2nd-album-game-changer-ver-c-poster-only,,,2.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
골든차일드 | GOLDEN CHILD | 2ND ALBUM [ GAME CHANGER ] | (B VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EA%B3%A8%EB%93%A0%EC%B0%A8%EC%9D%BC%EB%93%9C-golden-child-2nd-album-game-changer-ver-b-poster-only,,,2.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
골든차일드 | GOLDEN CHILD | 2ND ALBUM [ GAME CHANGER ] | (A VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EA%B3%A8%EB%93%A0%EC%B0%A8%EC%9D%BC%EB%93%9C-golden-child-2nd-album-game-changer-ver-a-poster-only,,,2.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
아스트로 | ASTRO | 8TH MINI ALBUM [ SWITCH ON ] | (OFF VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EC%95%84%EC%8A%A4%ED%8A%B8%EB%A1%9C-astro-8th-mini-album-switch-on-off-ver-poster-only,,,2.99,False,2022-11-14,musicplaza,False,5.0,0.0,1.0,
아스트로 | ASTRO | 8TH MINI ALBUM [ SWITCH ON ] | (ON VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EC%95%84%EC%8A%A4%ED%8A%B8%EB%A1%9C-astro-8th-mini-album-switch-on-on-ver-poster-only,,,2.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
디오 | D.O. | 1ST MINI ALBUM [ EMPATHY ] DIGIPACK VERSION | (GRAY - B VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/d-o-%EB%94%94%EC%98%A4-the-1st-mini-album-empathy-digipack-ver-gray-ver-b-poster-only,,,2.99,False,2022-11-14,musicplaza,False,5.0,0.0,1.0,
디오 | D.O. | 1ST MINI ALBUM [ EMPATHY ] DIGIPACK VERSION | (GRAY - A VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/d-o-%EB%94%94%EC%98%A4-the-1st-mini-album-empathy-digipack-ver-gray-ver-a-poster-only,,,5.99,False,2022-11-14,musicplaza,False,5.0,0.0,1.0,
디오 | D.O. | 1ST MINI ALBUM [ EMPATHY ] DIGIPACK VERSION | (BLUE - B VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/d-o-%EB%94%94%EC%98%A4-the-1st-mini-album-empathy-digipack-ver-blue-ver-b-poster-only,,,2.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
디오 | D.O. | 1ST MINI ALBUM [ EMPATHY ] DIGIPACK VERSION | (BLUE - A VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/d-o-%EB%94%94%EC%98%A4-the-1st-mini-album-empathy-digipack-ver-blue-ver-a-poster-only,,,5.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
디오 | D.O. | 1ST MINI ALBUM [ EMPATHY ] | (PHOTO BOOK - B VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/d-o-%EB%94%94%EC%98%A4-the-1st-mini-album-empathy-photo-book-ver-b-poster-only,,,2.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
디오 | D.O. | 1ST MINI ALBUM [ EMPATHY ] | (PHOTO BOOK - A VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/d-o-%EB%94%94%EC%98%A4-the-1st-mini-album-empathy-photo-book-ver-a-poster-only,,,2.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
코스모폴리탄 | COSMOPOLITAN | [ TAEYEON ] COVER | 2021-7 | (D VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EC%BD%94%EC%8A%A4%EB%AA%A8%ED%8F%B4%EB%A6%AC%ED%83%84-cosmopolitan-2021-7-taeyeon-version-d-poster-only,,,5.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
코스모폴리탄 | COSMOPOLITAN | [ TAEYEON ] COVER | 2021-7 | (C VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EC%BD%94%EC%8A%A4%EB%AA%A8%ED%8F%B4%EB%A6%AC%ED%83%84-cosmopolitan-2021-7-taeyeon-version-c-poster-only,,,5.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
코스모폴리탄 | COSMOPOLITAN | [ TAEYEON ] COVER | 2021-7 | (B VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EC%BD%94%EC%8A%A4%EB%AA%A8%ED%8F%B4%EB%A6%AC%ED%83%84-cosmopolitan-2021-7-taeyeon-version-b-poster-only,,,5.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
코스모폴리탄 | COSMOPOLITAN | [ TAEYEON ] COVER | 2021-7 | (A VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EC%BD%94%EC%8A%A4%EB%AA%A8%ED%8F%B4%EB%A6%AC%ED%83%84-cosmopolitan-2021-7-taeyeon-version-a-poster-only,,,2.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
에스콰이어 | ESQUIRE | [ MINO ] COVER | 2021-7 | (C VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EC%97%90%EC%8A%A4%EC%BD%B0%EC%9D%B4%EC%96%B4-esquire-2021-7-mino-version-c-poster-only,,,5.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
에스콰이어 | ESQUIRE | [ MINO ] COVER | 2021-7 | (B VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EC%97%90%EC%8A%A4%EC%BD%B0%EC%9D%B4%EC%96%B4-esquire-2021-7-mino-version-b-poster-only,,,2.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
에스콰이어 | ESQUIRE | [ MINO ] COVER | 2021-7 | (A VER.) POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EC%97%90%EC%8A%A4%EC%BD%B0%EC%9D%B4%EC%96%B4-esquire-2021-7-mino-version-a-poster-only,,,2.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
하퍼스 바자 | HARPER'S BAZAAR | THE BOYZ | 2021-7 | POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%ED%95%98%ED%8D%BC%EC%8A%A4-%EB%B0%94%EC%9E%90-harpers-bazaar-2021-the-boyz-poster-only,,,3.99,False,2022-11-14,musicplaza,False,0.0,0.0,0.0,
엘르 | ELLE | [ ASTRO ] AUTOGRAPHED | 2021-5 | POSTER ONLY,https://www.musicplaza.com/collections/cd/products/%EC%95%84%EC%8A%A4%ED%8A%B8%EB%A1%9C-astro-elle-2021-5-poster-only,,,5.99,True,2022-11-14,musicplaza,False,0.0,0.0,0.0,
