item,price,url,is_autograph,vendor,ds
TXT - [Minisode 1 : Blue Hour] 3rd Mini Album R Version,30.04,https://www.kpopalbums.com/collections/whats-hot/products/txt-minisode-1-blue-hour-3rd-mini-album-r-version-cd-128p-photobook-2p-sticker-lyric-paper-43p-behind-book-1p-photocard-1p-postcard-message-photocard-set-tracking-kpop-sealed-txt-blue-hour-r-blue-c,False,kpopalbums,2022-11-09
TXT - [Minisode 1 : Blue Hour] 3rd Mini Album 3 Version SET,49.78,https://www.kpopalbums.com/collections/whats-hot/products/txt-minisode-1-blue-hour-3rd-mini-album-3-version-set-cd-128p-photobook-2p-sticker-lyric-paper-43p-behind-book-1p-photocard-1p-postcard-message-photocard-set-tracking-kpop-sealed-txt-blue-hour-set-3c,False,kpopalbums,2022-11-09
BLACKPINK - [BORN PINK] 2nd Album Box Set PINK Version,17.84,https://www.kpopalbums.com/collections/whats-hot/products/blackpink-born-pink-2nd-album-box-set-pink-version,False,kpopalbums,2022-11-09
NEWJEANS - [NEW JEANS] 1st EP Album  WEVERSE ALBUMS Version,9.79,https://www.kpopalbums.com/collections/whats-hot/products/newjeans-new-jeans-1st-ep-album-weverse-albums-version,False,kpopalbums,2022-11-09
NEWJEANS - [NEW JEANS] 1st EP Album BLUEBOOK NEWJEANS Version,23.06,https://www.kpopalbums.com/collections/whats-hot/products/newjeans-new-jeans-1st-ep-album-bluebook-newjeans-version,False,kpopalbums,2022-11-09
TXT - [MINISODE 2: THURSDAY'S CHILD] 4th Mini Album 3 Version SET,42.31,https://www.kpopalbums.com/collections/whats-hot/products/txt-minisode-2-thursday-s-child-4th-mini-album-3-version-set,False,kpopalbums,2022-11-09
Red Velvet - [The Reve Festival Finale] Repackage Album SCRAPBOOK Version,11.69,https://www.kpopalbums.com/collections/whats-hot/products/red-velvet-the-reve-festival-finale-repackage-album-scrapbook-version-cd-52p-booklet-1p-photocard-message-photocard-set-tracking-kpop-sealed-red-velvet-trff-scrapbook-c,False,kpopalbums,2022-11-09
TAEYEON - [INVU] 3rd Album ENVY Version (Limited Edition),31.68,https://www.kpopalbums.com/collections/whats-hot/products/taeyeon-invu-3rd-album-envy-version-limited-edition,False,kpopalbums,2022-11-09
AESPA - [Savage] 1st Mimi Album SYNK DIVE Version,12.01,https://www.kpopalbums.com/collections/whats-hot/products/aespa-savage-1st-mimi-album-digipack-version,False,kpopalbums,2022-11-09
STRAY KIDS - [NOEASY] 2nd Album STANDARD A Version,15.84,https://www.kpopalbums.com/collections/whats-hot/products/stray-kids-noeasy-2nd-album-a-version,False,kpopalbums,2022-11-09
TWICE - [BETWEEN 1&2] 11th Mini Album COMPLETE Version,16.51,https://www.kpopalbums.com/collections/whats-hot/products/twice-between-1-2-11th-mini-album-complete-version,False,kpopalbums,2022-11-09
TWICE - [BETWEEN 1&2] 11th Mini Album 4 Version SET,63.55,https://www.kpopalbums.com/collections/whats-hot/products/twice-between-1-2-11th-mini-album-4-version-set,False,kpopalbums,2022-11-09
TXT - [Dream Chapter:Star],12.57,https://www.kpopalbums.com/collections/whats-hot/products/txt-dream-chapter-star-cd-80p-photobook-1p-ver-1-photocard-with-paper-frame-1p-ver-2-photocard-with-ring-1p-transparent-photocard-2p-sticker-tracking-k-pop-sealed-txt-dream-star,False,kpopalbums,2022-11-09
TXT - [Minisode 1 : Blue Hour] 3rd Mini Album RANDOM Version,13.05,https://www.kpopalbums.com/collections/whats-hot/products/txt-minisode-1-blue-hour-3rd-mini-album-random-version-cd-128p-photobook-2p-sticker-lyric-paper-43p-behind-book-1p-photocard-1p-postcard-message-photocard-set-tracking-kpop-sealed-txt-blue-hour-ran-c,False,kpopalbums,2022-11-09
TXT - [MINISODE 2: THURSDAY'S CHILD] 4th Mini Album MESS Version,14.59,https://www.kpopalbums.com/collections/whats-hot/products/txt-minisode-2-thursday-s-child-4th-mini-album-mess-version,False,kpopalbums,2022-11-09
TWICE - [BETWEEN 1&2] 11th Mini Album PATHFINDER Version,16.51,https://www.kpopalbums.com/collections/whats-hot/products/twice-between-1-2-11th-mini-album-pathfinder-version,False,kpopalbums,2022-11-09
RED VELVET - [The ReVe Festival 2022 : Feel My Rhythm] Mimi Album ORGEL Version,17.18,https://www.kpopalbums.com/collections/whats-hot/products/red-velvet-the-reve-festival-2022-feel-my-rhythm-mimi-album-orgel-version,False,kpopalbums,2022-11-09
TWICE - [FORMULA OF LOVE: O+T=<3] 3rd Album RESULT FILE Version,13.24,https://www.kpopalbums.com/collections/whats-hot/products/twice-formula-of-love-o-t-3-3rd-album-result-file-version,False,kpopalbums,2022-11-09
TWICE - [FORMULA OF LOVE: O+T=<3] 3rd Album BREAK IT Version,18.63,https://www.kpopalbums.com/collections/whats-hot/products/twice-formula-of-love-o-t-3-3rd-album-break-it-version,False,kpopalbums,2022-11-09
TWICE - [BETWEEN 1&2] 11th Mini Album ARCHIVE Version,16.51,https://www.kpopalbums.com/collections/whats-hot/products/twice-between-1-2-11th-mini-album-archive-version,False,kpopalbums,2022-11-09
AESPA - [Savage] 1st Mimi Album P.O.S Version,14.15,https://www.kpopalbums.com/collections/whats-hot/products/aespa-savage-1st-mimi-album-case-version,False,kpopalbums,2022-11-09
TWICE - [FORMULA OF LOVE: O+T=<3] 3rd Album FULL OF LOVE Version,18.63,https://www.kpopalbums.com/collections/whats-hot/products/twice-formula-of-love-o-t-3-3rd-album-full-of-love-version,False,kpopalbums,2022-11-09
Key (Shinee) - [Gasoline] 2nd Album VHS Version,17.18,https://www.kpopalbums.com/collections/whats-hot/products/key-shinee-gasoline-2nd-album-vhs-version,False,kpopalbums,2022-11-09
TXT - [MINISODE 2: THURSDAY'S CHILD] 4th Mini Album END Version,14.59,https://www.kpopalbums.com/collections/whats-hot/products/txt-minisode-2-thursday-s-child-4th-mini-album-end-version,False,kpopalbums,2022-11-09
TWICE - [THE STORY BEGINS] 1st Mini Album,9.94,https://www.kpopalbums.com/collections/whats-hot/products/twice-the-story-begins-1st-mini-album-cd-photobook-3p-card-garland-tracking-kpop-sealed-twice-001-sy2,False,kpopalbums,2022-11-09
TWICE - [BETWEEN 1&2] 11th Mini Album CRYPTOGRAPHY Version,16.51,https://www.kpopalbums.com/collections/whats-hot/products/twice-between-1-2-11th-mini-album-cryptography-version,False,kpopalbums,2022-11-09
TWICE - [FORMULA OF LOVE: O+T=<3] 3rd Album RANDOM Version,17.7,https://www.kpopalbums.com/collections/whats-hot/products/twice-formula-of-love-o-t-3-3rd-album-random-version,False,kpopalbums,2022-11-09
Twice - [Fancy You] 7th Mini Album RANDOM Version,11.42,https://www.kpopalbums.com/collections/whats-hot/products/twice-fancy-you-7th-mini-album-random-ver-cd-photobook-1p-fancy-lenticular-5p-photocard-1p-fancy-sticker-pre-order-tracking-k-pop-sealed-twice-fancy-ran,False,kpopalbums,2022-11-09
TWICE - [FORMULA OF LOVE: O+T=<3] 3rd Album EXPLOSION Version,18.63,https://www.kpopalbums.com/collections/whats-hot/products/twice-formula-of-love-o-t-3-3rd-album-explosion-version,False,kpopalbums,2022-11-09
TWICE - [FORMULA OF LOVE: O+T=<3] 3rd Album 4 Version SET,71.73,https://www.kpopalbums.com/collections/whats-hot/products/twice-formula-of-love-o-t-3-3rd-album-4-version-set,False,kpopalbums,2022-11-09
TWICE - [FORMULA OF LOVE: O+T=<3] 3rd Album STUDY ABOUT LOVE Version,18.63,https://www.kpopalbums.com/collections/whats-hot/products/twice-formula-of-love-o-t-3-3rd-album-study-about-love-version,False,kpopalbums,2022-11-09
ITZY - [CRAZY IN LOVE] 1st Album Special Edition JEWELCASE Version,8.76,https://www.kpopalbums.com/collections/whats-hot/products/itzy-crazy-in-love-1st-album-special-edition-jewelcase-version,False,kpopalbums,2022-11-09
TXT - [MINISODE 2: THURSDAY'S CHILD] 4th Mini Album HATE Version,14.59,https://www.kpopalbums.com/collections/whats-hot/products/txt-minisode-2-thursday-s-child-4th-mini-album-hate-version,False,kpopalbums,2022-11-09
BTS - [Proof] Standard Edition,43.11,https://www.kpopalbums.com/collections/whats-hot/products/bts-proof-standard-edition,False,kpopalbums,2022-11-09
Stray Kids - [ODDINARY] Mini Album RANDOM Version (STANDARD Edition),13.86,https://www.kpopalbums.com/collections/whats-hot/products/stray-kids-oddinary-mini-album-random-version-standard-edition,False,kpopalbums,2022-11-09
Dreamcatcher - [Apocalypse : Follow us] 7th Mini Album LIMITED Edition,23.81,https://www.kpopalbums.com/collections/whats-hot/products/dreamcatcher-apocalypse-follow-us-7th-mini-album-limited-edition,False,kpopalbums,2022-11-09
"Xdinary Heroes - [Hello, world!] 1st Mini Album TUTORIAL SESSION Version",14.59,https://www.kpopalbums.com/collections/whats-hot/products/xdinary-heroes-hello-world-1st-mini-album-tutorial-session-version,False,kpopalbums,2022-11-09
J-HOPE - [JACK IN THE BOX] WEVERSE Album RANDOM Version,8.93,https://www.kpopalbums.com/collections/whats-hot/products/j-hope-jack-in-the-box-weverse-album,False,kpopalbums,2022-11-09
TXT - [The Chaos Chapter: FIGHT OR ESCAPE] 2nd Album Repackage FIGHT Version,15.84,https://www.kpopalbums.com/collections/whats-hot/products/txt-the-chaos-chapter-fight-or-escape-2nd-album-repackage-fight-version,False,kpopalbums,2022-11-09
NEWJEANS - [NEW JEANS] 1st EP Album BLUEBOOK HAERIN Version,23.06,https://www.kpopalbums.com/collections/whats-hot/products/newjeans-new-jeans-1st-ep-album-bluebook-haerin-version,False,kpopalbums,2022-11-09
BTS - [Proof] Compact Edition,17.18,https://www.kpopalbums.com/collections/whats-hot/products/bts-proof-compact-edition,False,kpopalbums,2022-11-09
BTS - [2 Cool 4 Skool] 1st Single Album,9.31,https://www.kpopalbums.com/collections/whats-hot/products/bts-2-cool-4-skool-1st-single-album-cd-photo-book-extra-4photo-cards-set-tracking-kpop-sealed-bts-006-sy3-4c-new,False,kpopalbums,2022-11-09
TXT - [MINISODE 2: THURSDAY'S CHILD] 4th Mini Album RANDOM Version,13.86,https://www.kpopalbums.com/collections/whats-hot/products/txt-minisode-2-thursday-s-child-4th-mini-album-random-version,False,kpopalbums,2022-11-09
MAMAMOO - [MIC ON] 12th Mini Album MAIN Version,15.84,https://www.kpopalbums.com/collections/whats-hot/products/mamamoo-mic-on-12th-mini-album-main-version,False,kpopalbums,2022-11-09
Red Velvet - [The Perfect Red Velvet] 2nd Album Repackage KIHNO KIT,14.9,https://www.kpopalbums.com/collections/whats-hot/products/red-velvet-the-perfect-red-velvet-2nd-repackage-kihno-kit-12p-photocard-sealed-red-velvet-the-perfect-red-velvet-kihno,False,kpopalbums,2022-11-09
NEWJEANS - [NEW JEANS] 1st EP Album BLUEBOOK HANNI Version,23.06,https://www.kpopalbums.com/collections/whats-hot/products/newjeans-new-jeans-1st-ep-album-bluebook-hanni-version,False,kpopalbums,2022-11-09
SEULGI - [28 Reasons] 1st Mini Album CASE Version,17.18,https://www.kpopalbums.com/collections/whats-hot/products/seulgi-28-reasons-1st-mini-album-case-version,False,kpopalbums,2022-11-09
ENHYPEN - [DIMENSION : DILEMMA] 1st Album 3 Version SET,45.93,https://www.kpopalbums.com/collections/whats-hot/products/enhypen-dimension-dilemma-1st-album-3-version-set,False,kpopalbums,2022-11-09
RED VELVET - [The ReVe Festival 2022 : Feel My Rhythm] Mimi Album ReVe CAPRICCIOSO Version,15.16,https://www.kpopalbums.com/collections/whats-hot/products/red-velvet-the-reve-festival-2022-feel-my-rhythm-mimi-album-reve-capriccioso-version,False,kpopalbums,2022-11-09
Stray Kids - Mixtape (Debut Album),11.89,https://www.kpopalbums.com/collections/whats-hot/products/stray-kids-mixtape-debut-album-cd-extra-photocards-set-tracking-kpop-sealed-stary-kids-mixtape-pre-debut-sy-c,False,kpopalbums,2022-11-09
Twice - [Feel Special] 8th Mini Album RANDOM Version,13.86,https://www.kpopalbums.com/collections/whats-hot/products/twice-feel-special-8th-mini-album-random-version-cd-88p-photobook-lyrics-paper-5p-photocard-1p-gold-photocard-pre-order-message-photocard-set-tracking-kpop-sealed-twice-feel-special-ran-c,False,kpopalbums,2022-11-09
ENHYPEN - [DIMENSION : ANSWER] 1st Studio Repackage Album 2 Version SET,33.5,https://www.kpopalbums.com/collections/whats-hot/products/enhypen-dimension-answer-1st-studio-repackage-album-2-version-set,False,kpopalbums,2022-11-09
STAYC - [STEREOTYPE] 1st Mini Album TYPE B Version,15.84,https://www.kpopalbums.com/collections/whats-hot/products/stayc-stereotype-1st-mini-album-type-b-version,False,kpopalbums,2022-11-09
Stray Kids - [ODDINARY] Mini Album SCANNING Version (STANDARD Edition),14.59,https://www.kpopalbums.com/collections/whats-hot/products/stray-kids-oddinary-mini-album-scanning-version-standard-edition-1,False,kpopalbums,2022-11-09
NCT DREAM - [Glitch Mode] 2nd Album PHOTOBOOK GLITCH Version,15.84,https://www.kpopalbums.com/collections/whats-hot/products/nct-dream-glitch-mode-2nd-album-photobook-glitch-version,False,kpopalbums,2022-11-09
TXT - [The Chaos Chapter: FIGHT OR ESCAPE] 2nd Album Repackage 2 Version SET,30.88,https://www.kpopalbums.com/collections/whats-hot/products/txt-the-chaos-chapter-fight-or-escape-2nd-album-repackage-2-version-set,False,kpopalbums,2022-11-09
TXT - [The Chaos Chapter: FIGHT OR ESCAPE] 2nd Album 2 TOGETHER Version SET,19.09,https://www.kpopalbums.com/collections/whats-hot/products/txt-the-chaos-chapter-fight-or-escape-2nd-album-2-together-version-set,False,kpopalbums,2022-11-09
Enhypen - [Border : Carnival] 2nd Mini Album HYPE Version,20.95,https://www.kpopalbums.com/collections/whats-hot/products/enhypen-border-carnival-2nd-mini-album-hype-version-cd-1p-folding-poster-on-pack-112p-photobook-16p-lyric-book-2p-photocard-1p-lenticular-1p-sticker-carnival-ticket-message-photocard-set-tracking-enhypen-carnival-hype-black-c,False,kpopalbums,2022-11-09
NMIXX - [AD MARE] Light Version,9.31,https://www.kpopalbums.com/collections/whats-hot/products/nmixx-ad-mare-light-version,False,kpopalbums,2022-11-09
Stray Kids - [MAXIDENT] Mini Album STANDARD Edition HEART Version,14.59,https://www.kpopalbums.com/collections/whats-hot/products/stray-kids-maxident-mini-album-s-tandard-edition-heart-version,False,kpopalbums,2022-11-09
SEULGI - [28 Reasons] 1st Mini Album PHOTO BOOK Version (PRE-ORDER BENEFITS),15.84,https://www.kpopalbums.com/collections/whats-hot/products/seulgi-28-reasons-1st-mini-album-photo-book-version,False,kpopalbums,2022-11-09
NCT - [Universe] 3rd Album PHOTOBOOK Version,14.15,https://www.kpopalbums.com/collections/whats-hot/products/nct-universe-3rd-album,False,kpopalbums,2022-11-09
Billlie - [the Billage of perception : chapter one] 1st Mini Album,11.89,https://www.kpopalbums.com/collections/whats-hot/products/billlie-the-billage-of-perception-chapter-one-1st-mini-album,False,kpopalbums,2022-11-09
TWICE NAYEON - [IM NAYEON] 1st Mini Album POP Version,21.74,https://www.kpopalbums.com/collections/whats-hot/products/twice-nayeon-im-nayeon-1st-mini-album-d-version,False,kpopalbums,2022-11-09
NMIXX - [ENTWURF] 2nd Single Album LIMITED Edition,17.84,https://www.kpopalbums.com/collections/whats-hot/products/nmixx-entwurf-2nd-single-album-limited-edition,False,kpopalbums,2022-11-09
ONEUS - [MALUS] 8th Mini Album MAIN Version,14.9,https://www.kpopalbums.com/collections/whats-hot/products/oneus-malus-8th-mini-album-main-version,False,kpopalbums,2022-11-09
BTS - [Love Yourself 轉 'Tear'] 3rd Album Random Version,13.86,https://www.kpopalbums.com/collections/whats-hot/products/bts-love-yourself-tear-3rd-album-random-ver-cd-104p-photobook-20p-mini-book-1p-photocard-1p-staing-photocard-pre-order-benefit-k-pop-sealed-bts-love-yourself-tear-ran,False,kpopalbums,2022-11-09
TXT - [The Chaos Chapter: FIGHT OR ESCAPE] 2nd Album Repackage RANDOM Version,15.04,https://www.kpopalbums.com/collections/whats-hot/products/txt-the-chaos-chapter-fight-or-escape-2nd-album-repackage-random-version,False,kpopalbums,2022-11-09
Twice - [Eyes Wide Open] 2nd Album STYLE Version,17.96,https://www.kpopalbums.com/collections/whats-hot/products/twice-eyes-wide-open-2nd-album-style-version-cd-1p-lyric-poster-on-pack-88p-photobook-1p-message-card-diy-sticker-5p-photocard-message-photocard-set-tracking-kpop-sealed-twice-ewo-style-whte-svr-c,False,kpopalbums,2022-11-09
KEP1ER - [FIRST IMPACT] 1st Mini Album 3 Version SET,40.37,https://www.kpopalbums.com/collections/whats-hot/products/kep1er-first-impact-1st-mini-album-3-version-set,False,kpopalbums,2022-11-09
BTS - [Skool Luv Affair] 2nd Mini Album,10.56,https://www.kpopalbums.com/collections/whats-hot/products/bts-skool-luv-affair-2nd-mini-album-cd-photo-booklet-photocard-extra-gift-photocard-tracking-kpop-sealed-bts-sla-sy3-2c,False,kpopalbums,2022-11-09
BLACKPINK - [BORN PINK] 2nd Album Box Set 3 Version SET,51.77,https://www.kpopalbums.com/collections/whats-hot/products/blackpink-born-pink-2nd-album-box-set-3-version-set,False,kpopalbums,2022-11-09
ENHYPEN - [DIMENSION : DILEMMA] 1st Album CHARYBDIS Version,21.74,https://www.kpopalbums.com/collections/whats-hot/products/enhypen-dimension-dilemma-1st-album-charybdis-version,False,kpopalbums,2022-11-09
BTS - [BUTTER] 2nd English Single Album PEACHES Version,16.69,https://www.kpopalbums.com/collections/whats-hot/products/bts-butter-2nd-english-single-album-random-version-2,False,kpopalbums,2022-11-09
STAYC - [YOUNG-LUV.COM] 2nd Mini Album LUV Version,17.18,https://www.kpopalbums.com/collections/whats-hot/products/stayc-young-luv-com-2nd-mini-album-luv-version,False,kpopalbums,2022-11-09
STAYC - [YOUNG-LUV.COM] 2nd Mini Album RANDOM Version,16.32,https://www.kpopalbums.com/collections/whats-hot/products/stayc-young-luv-com-2nd-mini-album-random-version,False,kpopalbums,2022-11-09
"BTS - [O!RUL8,2?] 1st Mini Album",10.56,https://www.kpopalbums.com/collections/whats-hot/products/bts-o-rul8-2-1st-mini-album-cd-folded-poster-photobook-photocard-tracking-kpop-sealed-bts-010-sy,False,kpopalbums,2022-11-09
"Xdinary Heroes - [Hello, world!] 1st Mini Album 2 Version SET",28.45,https://www.kpopalbums.com/collections/whats-hot/products/xdinary-heroes-hello-world-1st-mini-album-2-version-set,False,kpopalbums,2022-11-09
TWICE NAYEON - [IM NAYEON] 1st Mini Album 4 Version SET,71.73,https://www.kpopalbums.com/collections/whats-hot/products/twice-nayeon-im-nayeon-1st-mini-album-4-version-set,False,kpopalbums,2022-11-09
SEVENTEEN - [SECTOR 17] 4th Album Repackage COMPACT Version,9.31,https://www.kpopalbums.com/collections/whats-hot/products/seventeen-sector-17-4th-album-repackage-compact-version,False,kpopalbums,2022-11-09
STAYC - [YOUNG-LUV.COM] 2nd Mini Album 2 Version SET,33.5,https://www.kpopalbums.com/collections/whats-hot/products/stayc-young-luv-com-2nd-mini-album-2-version-set,False,kpopalbums,2022-11-09
BTS - [DARK & WILD] 1st Album,13.24,https://www.kpopalbums.com/collections/whats-hot/products/bts-dark-wild-1st-album-vol-1-cd-photobook-photocard-tracking-kpop-sealed-ta-music-bts-003-amazon-4-sy2,False,kpopalbums,2022-11-09
TWICE - [BETWEEN 1&2] 11th Mini Album RANDOM Version,15.68,https://www.kpopalbums.com/collections/whats-hot/products/twice-between-1-2-11th-mini-album-random-version,False,kpopalbums,2022-11-09
Stray Kids - [MAXIDENT] Mini Album STANDARD Edition T-CRUSH Version,14.59,https://www.kpopalbums.com/collections/whats-hot/products/stray-kids-maxident-mini-album-s-tandard-edition-t-crush-version,False,kpopalbums,2022-11-09
TXT - [The Chaos Chapter : Freeze] 4th Mini Album RANDOM Version,13.86,https://www.kpopalbums.com/collections/whats-hot/products/txt-the-chaos-chapter-freeze-4th-mini-album-random-ver-cd-1p-poster-on-pack-88p-photobook-2p-sticker-lyric-book-32p-behind-book-1p-photocard-1p-os-card-1p-post-message-photocard-set-tracking-kpop-sealed-txt-chaos-freeze-ran-c,False,kpopalbums,2022-11-09
TWICE NAYEON - [IM NAYEON] 1st Mini Album I'M Version,21.74,https://www.kpopalbums.com/collections/whats-hot/products/twice-nayeon-im-nayeon-1st-mini-album-a-version,False,kpopalbums,2022-11-09
Stray Kids - [ODDINARY] Mini Album MASK OFF Version (STANDARD Edition),14.59,https://www.kpopalbums.com/collections/whats-hot/products/stray-kids-oddinary-mini-album-mask-off-version-standard-edition,False,kpopalbums,2022-11-09
ONEUS - [MALUS] 8th Mini Album LIMITED PLATFORM Version,14.02,https://www.kpopalbums.com/collections/whats-hot/products/oneus-malus-8th-mini-album-limited-platform-version,False,kpopalbums,2022-11-09
NCT DREAM - [Glitch Mode] 2nd Album PHOTOBOOK 2 Version SET,30.88,https://www.kpopalbums.com/collections/whats-hot/products/nct-dream-glitch-mode-2nd-album-photobook-2-version-set,False,kpopalbums,2022-11-09
ENHYPEN - [DIMENSION : DILEMMA] 1st Album ODYSSEUS Version,15.84,https://www.kpopalbums.com/collections/whats-hot/products/enhypen-dimension-dilemma-1st-album-odysseus-version,False,kpopalbums,2022-11-09
ENHYPEN - [DIMENSION : DILEMMA] 1st Album SCYLLA Version,14.9,https://www.kpopalbums.com/collections/whats-hot/products/enhypen-dimension-dilemma-1st-album-scylla-version,False,kpopalbums,2022-11-09
TXT - [Minisode 1 : Blue Hour] 3rd Mini Album AR Version,14.59,https://www.kpopalbums.com/collections/whats-hot/products/txt-minisode-1-blue-hour-3rd-mini-album-ar-version-cd-128p-photobook-2p-sticker-lyric-paper-43p-behind-book-1p-photocard-1p-postcard-message-photocard-set-tracking-kpop-sealed-txt-blue-hour-ar-pink-c,False,kpopalbums,2022-11-09
AESPA - [GIRLS] 2nd Mini Album 2 Version SET,23.43,https://www.kpopalbums.com/collections/whats-hot/products/aespa-girls-2nd-mini-album-2-version-set,False,kpopalbums,2022-11-09
TXT - [The Chaos Chapter : Freeze] 4th Mini Album YOU Version,17.16,https://www.kpopalbums.com/collections/whats-hot/products/txt-the-chaos-chapter-freeze-4th-mini-album-you-ver-cd-1p-poster-on-pack-88p-photobook-2p-sticker-lyric-book-32p-behind-book-1p-photocard-1p-os-card-1p-post-message-photocard-set-tracking-kpop-sealed-txt-chaos-freeze-you-x-c,False,kpopalbums,2022-11-09
Seventeen - [An Ode] 3rd Regular ALBUM Version.3 Hope-Green,31.42,https://www.kpopalbums.com/collections/whats-hot/products/seventeen-3rd-regular-album-version-3-hope-green-cd-104p-photobook-8p-mini-book-4p-photocard-pre-order-item-message-photocard-set-tracking-kpop-sealed-seventeen-3rd-album-ver-3-c,False,kpopalbums,2022-11-09
KEP1ER - [FIRST IMPACT] 1st Mini Album RANDOM Version,12.45,https://www.kpopalbums.com/collections/whats-hot/products/kep1er-first-impact-1st-mini-album-random-version,False,kpopalbums,2022-11-09
BTS - [BUTTER] 2nd English Single Album 2 Version SET,31.73,https://www.kpopalbums.com/collections/whats-hot/products/bts-butter-2nd-english-single-album-random-version-3,False,kpopalbums,2022-11-09
SEVENTEEN - [Face the Sun] 4th Album RANDOM Version,16.87,https://www.kpopalbums.com/collections/whats-hot/products/seventeen-face-the-sun-4th-album-ep-2-random-version,False,kpopalbums,2022-11-09
GIRLS' GENERATION - [FOREVER 1] 7th Album STANDARD Version,14.59,https://www.kpopalbums.com/collections/whats-hot/products/girls-generation-forever-1-7th-album-standard-edition,False,kpopalbums,2022-11-09
BLACKPINK Jennie - [SOLO] 1st Solo Album,13.41,https://www.kpopalbums.com/collections/whats-hot/products/blackpink-jennie-solo-1st-solo-album-cd-72p-photobook-1p-postcard-1p-card-tracking-k-pop-sealed-jennie-solo,False,kpopalbums,2022-11-09
AESPA - [GIRLS] 2nd Mini Album REAL WORLD Version,12.01,https://www.kpopalbums.com/collections/whats-hot/products/aespa-girls-2nd-mini-album-real-world-version,False,kpopalbums,2022-11-09
Shinee Taemin - [Advice] 3rd Mini Album,14.02,https://www.kpopalbums.com/collections/whats-hot/products/shinee-taemin-advice-3rd-mini-album,False,kpopalbums,2022-11-09
"Xdinary Heroes - [Hello, world!] 1st Mini Album RANDOM Version",13.86,https://www.kpopalbums.com/collections/whats-hot/products/xdinary-heroes-hello-world-1st-mini-album-random-version,False,kpopalbums,2022-11-09
NCT 127 - [STICKER] 3rd Album STICKER Version,17.18,https://www.kpopalbums.com/collections/whats-hot/products/nct-127-sticker-3rd-album-photobook-version,False,kpopalbums,2022-11-09
